cuisines,votes,name
"North Indian, Chinese, Biryani",19,4
"North Indian, Chinese, Biryani",20,4
"North Indian, Chinese, Biryani",22,1
"North Indian, Chinese, Biryani",25,3
"North Indian, Chinese, Biryani",26,6
"North Indian, Chinese, Biryani",29,1
"North Indian, Chinese, Biryani",37,1
"North Indian, Chinese, Biryani",38,2
"North Indian, Chinese, Biryani",39,6
"North Indian, Chinese, Biryani",42,2
"North Indian, Chinese, Biryani",43,2
"North Indian, Chinese, Biryani",64,2
"North Indian, Chinese, Biryani",66,1
"North Indian, Chinese, Biryani",68,3
"North Indian, Chinese, Biryani",70,3
"North Indian, Chinese, Biryani",71,3
"North Indian, Chinese, Biryani",72,9
"North Indian, Chinese, Biryani",76,2
"North Indian, Chinese, Biryani",77,1
"North Indian, Chinese, Biryani",81,1
"North Indian, Chinese, Biryani",88,2
"North Indian, Chinese, Biryani",97,2
"North Indian, Chinese, Biryani",98,6
"North Indian, Chinese, Biryani",103,10
"North Indian, Chinese, Biryani",105,1
"North Indian, Chinese, Biryani",107,1
"North Indian, Chinese, Biryani",108,2
"North Indian, Chinese, Biryani",114,3
"North Indian, Chinese, Biryani",115,2
"North Indian, Chinese, Biryani",117,2
"North Indian, Chinese, Biryani",119,2
"North Indian, Chinese, Biryani",121,9
"North Indian, Chinese, Biryani",127,1
"North Indian, Chinese, Biryani",128,2
"North Indian, Chinese, Biryani",129,1
"North Indian, Chinese, Biryani",130,1
"North Indian, Chinese, Biryani",132,1
"North Indian, Chinese, Biryani",133,2
"North Indian, Chinese, Biryani",136,6
"North Indian, Chinese, Biryani",140,1
"North Indian, Chinese, Biryani",145,2
"North Indian, Chinese, Biryani",154,3
"North Indian, Chinese, Biryani",158,2
"North Indian, Chinese, Biryani",159,2
"North Indian, Chinese, Biryani",160,1
"North Indian, Chinese, Biryani",161,1
"North Indian, Chinese, Biryani",162,3
"North Indian, Chinese, Biryani",165,1
"North Indian, Chinese, Biryani",180,1
"North Indian, Chinese, Biryani",181,1
"North Indian, Chinese, Biryani",185,8
"North Indian, Chinese, Biryani",198,2
"North Indian, Chinese, Biryani",239,1
"North Indian, Chinese, Biryani",240,2
"North Indian, Chinese, Biryani",253,1
"North Indian, Chinese, Biryani",265,1
"North Indian, Chinese, Biryani",267,2
"North Indian, Chinese, Biryani",268,1
"North Indian, Chinese, Biryani",317,2
"North Indian, Chinese, Biryani",353,2
"North Indian, Chinese, Biryani",354,1
"North Indian, Chinese, Biryani",372,1
"North Indian, Chinese, Biryani",374,1
"North Indian, Chinese, Biryani",398,2
"North Indian, Chinese, Biryani",401,2
"North Indian, Chinese, Biryani",435,2
"North Indian, Chinese, Biryani",439,2
"North Indian, Chinese, Biryani",440,5
"North Indian, Chinese, Biryani",442,1
"North Indian, Chinese, Biryani",450,8
"North Indian, Chinese, Biryani",808,2
"North Indian, Chinese, Biryani",1110,1
"North Indian, Chinese, Biryani",1113,4
"North Indian, Chinese, Biryani",1114,1
"North Indian, Chinese, Continental",0,21
"North Indian, Chinese, Continental",4,2
"North Indian, Chinese, Continental",8,2
"North Indian, Chinese, Continental",10,9
"North Indian, Chinese, Continental",11,2
"North Indian, Chinese, Continental",15,9
"North Indian, Chinese, Continental",23,8
"North Indian, Chinese, Continental",26,5
"North Indian, Chinese, Continental",27,1
"North Indian, Chinese, Continental",28,2
"North Indian, Chinese, Continental",30,4
"North Indian, Chinese, Continental",32,1
"North Indian, Chinese, Continental",38,2
"North Indian, Chinese, Continental",42,1
"North Indian, Chinese, Continental",43,1
"North Indian, Chinese, Continental",55,4
"North Indian, Chinese, Continental",100,2
"North Indian, Chinese, Continental",113,2
"North Indian, Chinese, Continental",118,2
"North Indian, Chinese, Continental",128,2
"North Indian, Chinese, Continental",135,4
"North Indian, Chinese, Continental",139,7
"North Indian, Chinese, Continental",140,1
"North Indian, Chinese, Continental",151,1
"North Indian, Chinese, Continental",177,8
"North Indian, Chinese, Continental",297,4
"North Indian, Chinese, Continental",298,2
"North Indian, Chinese, Continental",299,1
"North Indian, Chinese, Continental",300,1
"North Indian, Chinese, Continental",358,2
"North Indian, Chinese, Continental",620,2
"North Indian, Chinese, Continental",621,1
"North Indian, Chinese, Continental",840,3
"North Indian, Chinese, Continental",880,2
"North Indian, Chinese, Continental",886,1
"North Indian, Chinese, Continental",1320,2
"North Indian, Chinese, Continental",1322,2
"North Indian, Chinese, Fast Food",0,27
"North Indian, Chinese, Fast Food",4,1
"North Indian, Chinese, Fast Food",5,1
"North Indian, Chinese, Fast Food",6,2
"North Indian, Chinese, Fast Food",7,5
"North Indian, Chinese, Fast Food",8,2
"North Indian, Chinese, Fast Food",10,6
"North Indian, Chinese, Fast Food",12,3
"North Indian, Chinese, Fast Food",16,1
"North Indian, Chinese, Fast Food",21,1
"North Indian, Chinese, Fast Food",22,5
"North Indian, Chinese, Fast Food",24,1
"North Indian, Chinese, Fast Food",25,2
"North Indian, Chinese, Fast Food",26,1
"North Indian, Chinese, Fast Food",31,1
"North Indian, Chinese, Fast Food",32,3
"North Indian, Chinese, Fast Food",33,2
"North Indian, Chinese, Fast Food",38,12
"North Indian, Chinese, Fast Food",39,1
"North Indian, Chinese, Fast Food",44,3
"North Indian, Chinese, Fast Food",45,1
"North Indian, Chinese, Fast Food",46,3
"North Indian, Chinese, Fast Food",51,5
"North Indian, Chinese, Fast Food",77,10
"North Indian, Chinese, Fast Food",79,7
"North Indian, Chinese, Fast Food",87,1
"North Indian, Chinese, Fast Food",88,2
"North Indian, Chinese, Fast Food",89,1
"North Indian, Chinese, Fast Food",90,1
"North Indian, Chinese, Fast Food",91,2
"North Indian, Chinese, Fast Food",100,1
"North Indian, Chinese, Fast Food",102,1
"North Indian, Chinese, Fast Food",103,1
"North Indian, Chinese, Fast Food",205,5
"North Indian, Chinese, Fast Food",206,3
"North Indian, Chinese, Fast Food",207,3
"North Indian, Chinese, Fast Food",210,4
"North Indian, Chinese, Fast Food",214,1
"North Indian, Chinese, Fast Food",229,3
"North Indian, Chinese, Fast Food",234,2
"North Indian, Chinese, Fast Food",250,4
"North Indian, Chinese, Fast Food",307,2
"North Indian, Chinese, Fast Food",378,6
"North Indian, Chinese, Fast Food",434,1
"North Indian, Chinese, Fast Food",449,1
"North Indian, Chinese, Fast Food",474,3
"North Indian, Chinese, Fast Food",476,3
"North Indian, Chinese, Fast Food",477,1
"North Indian, Chinese, Fast Food",478,1
"North Indian, Chinese, Fast Food",479,2
"North Indian, Chinese, Fast Food",482,1
"North Indian, Chinese, Fast Food",516,3
"North Indian, Chinese, Fast Food",519,1
"North Indian, Chinese, Fast Food",521,1
"North Indian, Chinese, Seafood",0,19
"North Indian, Chinese, Seafood",4,2
"North Indian, Chinese, Seafood",5,1
"North Indian, Chinese, Seafood",7,2
"North Indian, Chinese, Seafood",25,2
"North Indian, Chinese, Seafood",29,2
"North Indian, Chinese, Seafood",43,3
"North Indian, Chinese, Seafood",46,5
"North Indian, Chinese, Seafood",52,2
"North Indian, Chinese, Seafood",53,1
"North Indian, Chinese, Seafood",79,2
"North Indian, Chinese, Seafood",91,1
"North Indian, Chinese, Seafood",94,3
"North Indian, Chinese, Seafood",115,1
"North Indian, Chinese, Seafood",118,2
"North Indian, Chinese, Seafood",153,3
"North Indian, Chinese, Seafood",154,2
"North Indian, Chinese, Seafood",160,2
"North Indian, Chinese, Seafood",278,1
"North Indian, Chinese, Seafood",279,4
"North Indian, Chinese, Seafood",280,2
"North Indian, Chinese, Seafood",281,4
"North Indian, Chinese, Seafood",405,3
"North Indian, Chinese, Seafood",474,3
"North Indian, Chinese, Seafood",475,6
"North Indian, Chinese, Seafood",476,10
"North Indian, Chinese, Seafood",767,13
"North Indian, Chinese, Seafood",768,1
"North Indian, Chinese, South Indian",0,79
"North Indian, Chinese, South Indian",5,1
"North Indian, Chinese, South Indian",6,2
"North Indian, Chinese, South Indian",10,13
"North Indian, Chinese, South Indian",11,1
"North Indian, Chinese, South Indian",13,4
"North Indian, Chinese, South Indian",15,3
"North Indian, Chinese, South Indian",17,5
"North Indian, Chinese, South Indian",18,6
"North Indian, Chinese, South Indian",19,1
"North Indian, Chinese, South Indian",21,2
"North Indian, Chinese, South Indian",26,8
"North Indian, Chinese, South Indian",28,6
"North Indian, Chinese, South Indian",30,6
"North Indian, Chinese, South Indian",38,3
"North Indian, Chinese, South Indian",41,2
"North Indian, Chinese, South Indian",45,3
"North Indian, Chinese, South Indian",48,4
"North Indian, Chinese, South Indian",66,2
"North Indian, Chinese, South Indian",69,2
"North Indian, Chinese, South Indian",73,3
"North Indian, Chinese, South Indian",74,8
"North Indian, Chinese, South Indian",88,3
"North Indian, Chinese, South Indian",89,2
"North Indian, Chinese, South Indian",91,3
"North Indian, Chinese, South Indian",92,1
"North Indian, Chinese, South Indian",119,2
"North Indian, Chinese, South Indian",120,1
"North Indian, Chinese, South Indian",139,4
"North Indian, Chinese, South Indian",140,1
"North Indian, Chinese, South Indian",141,4
"North Indian, Chinese, South Indian",142,1
"North Indian, Chinese, South Indian",218,1
"North Indian, Chinese, South Indian",257,3
"North Indian, Chinese, South Indian",258,2
"North Indian, Chinese, South Indian",284,1
"North Indian, Chinese, South Indian",285,1
"North Indian, Chinese, South Indian",407,2
"North Indian, Chinese, South Indian",555,1
"North Indian, Chinese, South Indian",556,2
"North Indian, Chinese, South Indian",558,3
"North Indian, Chinese, South Indian",560,2
"North Indian, Chinese, South Indian",750,4
"North Indian, Chinese, South Indian",753,1
"North Indian, Continental",0,23
"North Indian, Continental",8,5
"North Indian, Continental",11,12
"North Indian, Continental",19,8
"North Indian, Continental",23,1
"North Indian, Continental",27,3
"North Indian, Continental",28,4
"North Indian, Continental",29,1
"North Indian, Continental",34,7
"North Indian, Continental",55,2
"North Indian, Continental",78,2
"North Indian, Continental",152,2
"North Indian, Continental",153,4
"North Indian, Continental",160,1
"North Indian, Continental",161,4
"North Indian, Continental",163,1
"North Indian, Continental",175,1
"North Indian, Continental",176,1
"North Indian, Continental",213,2
"North Indian, Continental",229,1
"North Indian, Continental",230,1
"North Indian, Continental",231,2
"North Indian, Continental",232,2
"North Indian, Continental",270,3
"North Indian, Continental",271,2
"North Indian, Continental",293,3
"North Indian, Continental",294,3
"North Indian, Continental",297,2
"North Indian, Continental",298,5
"North Indian, Continental",409,2
"North Indian, Continental",416,1
"North Indian, Continental",420,1
"North Indian, Continental",675,3
"North Indian, Continental",676,1
"North Indian, Continental",866,2
"North Indian, Continental",870,2
"North Indian, Continental",871,1
"North Indian, Continental",884,1
"North Indian, Continental",900,1
"North Indian, Continental",950,2
"North Indian, Continental",965,1
"North Indian, Continental",968,1
"North Indian, Continental",1403,3
"North Indian, Continental",1405,3
"North Indian, Continental",1406,1
"North Indian, Continental",1407,1
"North Indian, Continental",1411,1
"North Indian, Fast Food",0,98
"North Indian, Fast Food",4,5
"North Indian, Fast Food",6,4
"North Indian, Fast Food",7,18
"North Indian, Fast Food",8,19
"North Indian, Fast Food",11,6
"North Indian, Fast Food",12,1
"North Indian, Fast Food",13,5
"North Indian, Fast Food",15,2
"North Indian, Fast Food",21,9
"North Indian, Fast Food",22,4
"North Indian, Fast Food",25,2
"North Indian, Fast Food",29,1
"North Indian, Fast Food",31,2
"North Indian, Fast Food",34,1
"North Indian, Fast Food",35,1
"North Indian, Fast Food",39,1
"North Indian, Fast Food",44,2
"North Indian, Fast Food",55,8
"North Indian, Fast Food",57,1
"North Indian, Fast Food",61,5
"North Indian, Fast Food",69,3
"North Indian, Fast Food",83,1
"North Indian, Fast Food",84,1
"North Indian, Fast Food",95,4
"North Indian, Fast Food",96,7
"North Indian, Fast Food",97,2
"North Indian, Fast Food",108,1
"North Indian, Fast Food",138,4
"North Indian, Fast Food",139,3
"North Indian, Fast Food",140,5
"North Indian, Fast Food",147,4
"North Indian, Fast Food",237,1
"North Indian, Fast Food",248,2
"North Indian, Fast Food",252,1
"North Indian, Fast Food",405,1
"North Indian, Fast Food",419,1
"North Indian, Fast Food",425,1
"North Indian, Mughlai",0,14
"North Indian, Mughlai",4,2
"North Indian, Mughlai",5,4
"North Indian, Mughlai",6,4
"North Indian, Mughlai",7,6
"North Indian, Mughlai",8,1
"North Indian, Mughlai",9,8
"North Indian, Mughlai",20,2
"North Indian, Mughlai",24,1
"North Indian, Mughlai",27,1
"North Indian, Mughlai",32,6
"North Indian, Mughlai",33,2
"North Indian, Mughlai",34,1
"North Indian, Mughlai",45,4
"North Indian, Mughlai",47,2
"North Indian, Mughlai",60,1
"North Indian, Mughlai",63,2
"North Indian, Mughlai",70,1
"North Indian, Mughlai",71,1
"North Indian, Mughlai",76,1
"North Indian, Mughlai",77,1
"North Indian, Mughlai",146,2
"North Indian, Mughlai",148,1
"North Indian, Mughlai",151,1
"North Indian, Mughlai",155,2
"North Indian, Mughlai",281,1
"North Indian, Mughlai",282,2
"North Indian, Mughlai",319,5
"North Indian, Mughlai",324,3
"North Indian, Mughlai",327,2
"North Indian, Mughlai",328,1
"North Indian, Mughlai",329,2
"North Indian, Mughlai",332,4
"North Indian, Mughlai",335,2
"North Indian, Mughlai",337,6
"North Indian, Mughlai",341,2
"North Indian, Mughlai",347,2
"North Indian, Mughlai",355,1
"North Indian, Mughlai",357,1
"North Indian, Mughlai",361,1
"North Indian, Mughlai",362,1
"North Indian, Mughlai",365,1
"North Indian, Mughlai",409,1
"North Indian, Mughlai",410,1
"North Indian, Mughlai",411,3
"North Indian, Mughlai",413,1
"North Indian, Mughlai",485,1
"North Indian, Mughlai",487,2
"North Indian, Mughlai",493,1
"North Indian, Mughlai",543,2
"North Indian, Mughlai",547,1
"North Indian, Mughlai",553,2
"North Indian, Mughlai",558,2
"North Indian, Mughlai",577,1
"North Indian, Mughlai",694,2
"North Indian, Mughlai",782,2
"North Indian, Mughlai",785,2
"North Indian, Mughlai",786,6
"North Indian, Mughlai",869,2
"North Indian, Mughlai",888,6
"North Indian, Mughlai",889,5
"North Indian, Mughlai",1016,1
"North Indian, Mughlai",1021,3
"North Indian, Mughlai",1022,3
"North Indian, Mughlai",1024,1
"North Indian, Mughlai",1026,2
"North Indian, Mughlai",1251,1
"North Indian, Mughlai",1336,2
"North Indian, Mughlai",1338,1
"North Indian, Mughlai",1339,1
"North Indian, Mughlai",1340,1
"North Indian, Mughlai",1341,1
"North Indian, Mughlai",1342,4
"North Indian, Mughlai",1940,2
"North Indian, Mughlai",1973,1
"North Indian, Mughlai",1985,1
"North Indian, Mughlai",2044,1
"North Indian, Mughlai",2046,1
"North Indian, Mughlai",2047,1
"North Indian, Mughlai",2049,1
"North Indian, Mughlai",2050,1
"North Indian, Mughlai",2051,1
"North Indian, Mughlai",2173,1
"North Indian, Mughlai",2189,1
"North Indian, Mughlai",3423,1
"North Indian, Mughlai",3429,1
"North Indian, Mughlai",3439,1
"North Indian, Mughlai, Chinese",0,15
"North Indian, Mughlai, Chinese",7,3
"North Indian, Mughlai, Chinese",10,2
"North Indian, Mughlai, Chinese",11,1
"North Indian, Mughlai, Chinese",12,4
"North Indian, Mughlai, Chinese",17,2
"North Indian, Mughlai, Chinese",19,2
"North Indian, Mughlai, Chinese",21,5
"North Indian, Mughlai, Chinese",27,2
"North Indian, Mughlai, Chinese",29,2
"North Indian, Mughlai, Chinese",30,3
"North Indian, Mughlai, Chinese",31,2
"North Indian, Mughlai, Chinese",34,4
"North Indian, Mughlai, Chinese",35,8
"North Indian, Mughlai, Chinese",46,4
"North Indian, Mughlai, Chinese",54,4
"North Indian, Mughlai, Chinese",55,1
"North Indian, Mughlai, Chinese",67,1
"North Indian, Mughlai, Chinese",97,5
"North Indian, Mughlai, Chinese",98,1
"North Indian, Mughlai, Chinese",104,1
"North Indian, Mughlai, Chinese",106,1
"North Indian, Mughlai, Chinese",114,2
"North Indian, Mughlai, Chinese",191,4
"North Indian, Mughlai, Chinese",194,1
"North Indian, Mughlai, Chinese",196,2
"North Indian, Mughlai, Chinese",218,2
"North Indian, Mughlai, Chinese",252,2
"North Indian, Mughlai, Chinese",253,7
"North Indian, Mughlai, Chinese",254,2
"North Indian, Mughlai, Chinese",775,5
"North Indian, Mughlai, Chinese",783,3
"North Indian, Mughlai, Chinese",804,1
"North Indian, South Indian",0,118
"North Indian, South Indian",4,6
"North Indian, South Indian",5,24
"North Indian, South Indian",6,6
"North Indian, South Indian",7,7
"North Indian, South Indian",8,11
"North Indian, South Indian",10,1
"North Indian, South Indian",11,8
"North Indian, South Indian",12,11
"North Indian, South Indian",14,8
"North Indian, South Indian",15,6
"North Indian, South Indian",16,6
"North Indian, South Indian",17,2
"North Indian, South Indian",18,1
"North Indian, South Indian",21,2
"North Indian, South Indian",22,4
"North Indian, South Indian",23,1
"North Indian, South Indian",27,4
"North Indian, South Indian",28,4
"North Indian, South Indian",30,2
"North Indian, South Indian",32,2
"North Indian, South Indian",33,2
"North Indian, South Indian",40,6
"North Indian, South Indian",41,1
"North Indian, South Indian",42,5
"North Indian, South Indian",50,1
"North Indian, South Indian",59,6
"North Indian, South Indian",60,3
"North Indian, South Indian",61,1
"North Indian, South Indian",71,2
"North Indian, South Indian",78,2
"North Indian, South Indian",79,5
"North Indian, South Indian",80,4
"North Indian, South Indian",90,2
"North Indian, South Indian",91,2
"North Indian, South Indian",118,2
"North Indian, South Indian",169,6
"North Indian, South Indian",170,2
"North Indian, South Indian",212,3
"North Indian, South Indian",214,1
"North Indian, South Indian",232,2
"North Indian, South Indian",300,2
"North Indian, South Indian",309,2
"North Indian, South Indian",353,3
"North Indian, South Indian",357,4
"North Indian, South Indian",359,1
"North Indian, South Indian",362,1
"North Indian, South Indian",519,1
"North Indian, South Indian",522,1
"North Indian, South Indian",568,2
"North Indian, South Indian",569,2
"North Indian, South Indian",1143,3
"North Indian, South Indian",1145,3
"North Indian, South Indian",2022,3
"North Indian, South Indian",2025,1
"North Indian, South Indian",2027,1
"North Indian, South Indian",2031,1
"North Indian, South Indian",2032,1
"North Indian, South Indian",2049,1
"North Indian, South Indian",2127,2
"North Indian, South Indian",3126,3
"North Indian, South Indian",3130,2
"North Indian, South Indian",3135,1
"North Indian, South Indian",3150,3
"North Indian, South Indian",3152,6
"North Indian, South Indian, Chinese",0,93
"North Indian, South Indian, Chinese",4,9
"North Indian, South Indian, Chinese",5,5
"North Indian, South Indian, Chinese",6,14
"North Indian, South Indian, Chinese",7,4
"North Indian, South Indian, Chinese",8,5
"North Indian, South Indian, Chinese",9,4
"North Indian, South Indian, Chinese",10,3
"North Indian, South Indian, Chinese",11,1
"North Indian, South Indian, Chinese",12,10
"North Indian, South Indian, Chinese",13,5
"North Indian, South Indian, Chinese",14,11
"North Indian, South Indian, Chinese",15,1
"North Indian, South Indian, Chinese",16,1
"North Indian, South Indian, Chinese",20,4
"North Indian, South Indian, Chinese",21,1
"North Indian, South Indian, Chinese",22,1
"North Indian, South Indian, Chinese",24,2
"North Indian, South Indian, Chinese",27,2
"North Indian, South Indian, Chinese",28,4
"North Indian, South Indian, Chinese",30,1
"North Indian, South Indian, Chinese",31,3
"North Indian, South Indian, Chinese",32,3
"North Indian, South Indian, Chinese",33,4
"North Indian, South Indian, Chinese",34,2
"North Indian, South Indian, Chinese",36,2
"North Indian, South Indian, Chinese",42,2
"North Indian, South Indian, Chinese",46,3
"North Indian, South Indian, Chinese",51,2
"North Indian, South Indian, Chinese",52,2
"North Indian, South Indian, Chinese",53,2
"North Indian, South Indian, Chinese",59,3
"North Indian, South Indian, Chinese",60,3
"North Indian, South Indian, Chinese",61,1
"North Indian, South Indian, Chinese",62,5
"North Indian, South Indian, Chinese",81,4
"North Indian, South Indian, Chinese",91,4
"North Indian, South Indian, Chinese",92,4
"North Indian, South Indian, Chinese",93,9
"North Indian, South Indian, Chinese",97,2
"North Indian, South Indian, Chinese",115,1
"North Indian, South Indian, Chinese",116,2
"North Indian, South Indian, Chinese",128,3
"North Indian, South Indian, Chinese",139,1
"North Indian, South Indian, Chinese",142,3
"North Indian, South Indian, Chinese",146,2
"North Indian, South Indian, Chinese",154,1
"North Indian, South Indian, Chinese",155,1
"North Indian, South Indian, Chinese",156,1
"North Indian, South Indian, Chinese",172,11
"North Indian, South Indian, Chinese",217,2
"North Indian, South Indian, Chinese",218,2
"North Indian, South Indian, Chinese",241,2
"North Indian, South Indian, Chinese",343,2
"North Indian, South Indian, Chinese",344,2
"North Indian, South Indian, Chinese",358,2
"North Indian, South Indian, Chinese",434,10
"North Indian, South Indian, Chinese",500,1
"North Indian, South Indian, Chinese",502,2
"North Indian, South Indian, Chinese",503,2
"North Indian, South Indian, Chinese",504,2
"North Indian, South Indian, Chinese",510,1
"North Indian, South Indian, Chinese",512,1
"North Indian, South Indian, Chinese",1033,1
"North Indian, South Indian, Chinese",1234,1
"North Indian, South Indian, Chinese",1235,1
"North Indian, South Indian, Chinese",1239,3
"North Indian, South Indian, Chinese",1240,1
"North Indian, Street Food",0,27
"North Indian, Street Food",4,2
"North Indian, Street Food",6,1
"North Indian, Street Food",10,2
"North Indian, Street Food",13,2
"North Indian, Street Food",16,9
"North Indian, Street Food",18,2
"North Indian, Street Food",22,2
"North Indian, Street Food",26,4
"North Indian, Street Food",28,3
"North Indian, Street Food",38,3
"North Indian, Street Food",39,4
"North Indian, Street Food",51,2
"North Indian, Street Food",59,3
"North Indian, Street Food",60,1
"North Indian, Street Food",67,1
"North Indian, Street Food",69,2
"North Indian, Street Food",70,2
"North Indian, Street Food",75,6
"North Indian, Street Food",87,1
"North Indian, Street Food",116,3
"North Indian, Street Food",118,2
"North Indian, Street Food",137,10
"North Indian, Street Food",138,3
"North Indian, Street Food",154,8
"North Indian, Street Food",159,4
"North Indian, Street Food",161,6
"North Indian, Street Food",162,1
"North Indian, Street Food",199,1
"North Indian, Street Food",201,2
"North Indian, Street Food",203,6
"North Indian, Street Food",258,4
"North Indian, Street Food",262,2
"North Indian, Street Food",428,2
"North Indian, Street Food",458,1
"North Indian, Street Food",461,2
"North Indian, Street Food",515,2
"North Indian, Street Food",528,2
"North Indian, Street Food",631,1
"North Indian, Street Food",632,2
"North Indian, Street Food",1098,1
"North Indian, Street Food",1100,1
"North Indian, Street Food",1837,2
"North Indian, Street Food",1838,1
"North Indian, Street Food",1849,1
"North Indian, Street Food",1850,1
Pizza,0,28
Pizza,4,3
Pizza,8,2
Pizza,9,2
Pizza,10,2
Pizza,16,9
Pizza,17,2
Pizza,22,1
Pizza,25,5
Pizza,28,1
Pizza,30,1
Pizza,34,1
Pizza,38,5
Pizza,45,2
Pizza,46,6
Pizza,49,1
Pizza,50,1
Pizza,55,1
Pizza,59,1
Pizza,60,3
Pizza,61,1
Pizza,68,1
Pizza,74,9
Pizza,77,3
Pizza,80,5
Pizza,81,1
Pizza,82,1
Pizza,91,2
Pizza,97,3
Pizza,99,1
Pizza,100,1
Pizza,106,2
Pizza,108,1
Pizza,115,2
Pizza,120,1
Pizza,122,1
Pizza,144,1
Pizza,159,4
Pizza,162,2
Pizza,164,1
Pizza,166,2
Pizza,167,1
Pizza,172,3
Pizza,179,1
Pizza,182,2
Pizza,192,4
Pizza,195,1
Pizza,200,3
Pizza,201,1
Pizza,203,1
Pizza,204,1
Pizza,217,1
Pizza,218,1
Pizza,227,1
Pizza,235,1
Pizza,237,1
Pizza,238,1
Pizza,239,1
Pizza,263,1
Pizza,268,2
Pizza,270,2
Pizza,289,1
Pizza,290,1
Pizza,310,1
Pizza,369,1
Pizza,384,1
Pizza,475,1
Pizza,476,1
Pizza,486,1
"Pizza, Fast Food",0,20
"Pizza, Fast Food",4,2
"Pizza, Fast Food",5,4
"Pizza, Fast Food",6,1
"Pizza, Fast Food",7,1
"Pizza, Fast Food",10,1
"Pizza, Fast Food",11,1
"Pizza, Fast Food",15,1
"Pizza, Fast Food",19,1
"Pizza, Fast Food",23,1
"Pizza, Fast Food",25,2
"Pizza, Fast Food",30,1
"Pizza, Fast Food",31,1
"Pizza, Fast Food",32,1
"Pizza, Fast Food",37,1
"Pizza, Fast Food",39,1
"Pizza, Fast Food",43,1
"Pizza, Fast Food",49,1
"Pizza, Fast Food",61,2
"Pizza, Fast Food",66,1
"Pizza, Fast Food",69,1
"Pizza, Fast Food",104,1
"Pizza, Fast Food",105,1
"Pizza, Fast Food",108,1
"Pizza, Fast Food",116,1
"Pizza, Fast Food",117,4
"Pizza, Fast Food",120,1
"Pizza, Fast Food",121,4
"Pizza, Fast Food",122,2
"Pizza, Fast Food",142,1
"Pizza, Fast Food",148,1
"Pizza, Fast Food",150,2
"Pizza, Fast Food",172,1
"Pizza, Fast Food",185,1
"Pizza, Fast Food",189,1
"Pizza, Fast Food",208,1
"Pizza, Fast Food",217,1
"Pizza, Fast Food",235,3
"Pizza, Fast Food",236,2
"Pizza, Fast Food",251,1
"Pizza, Fast Food",257,1
"Pizza, Fast Food",260,1
"Pizza, Fast Food",262,1
"Pizza, Fast Food",266,1
"Pizza, Fast Food",270,1
"Pizza, Fast Food",284,1
"Pizza, Fast Food",288,2
"Pizza, Fast Food",290,1
"Pizza, Fast Food",291,2
"Pizza, Fast Food",302,2
"Pizza, Fast Food",304,1
"Pizza, Fast Food",314,1
"Pizza, Fast Food",319,1
"Pizza, Fast Food",332,2
"Pizza, Fast Food",340,2
"Pizza, Fast Food",347,1
"Pizza, Fast Food",348,1
"Pizza, Fast Food",377,3
"Pizza, Fast Food",378,2
"Pizza, Fast Food",383,1
"Pizza, Fast Food",386,1
"Pizza, Fast Food",387,1
"Pizza, Fast Food",388,1
"Pizza, Fast Food",390,1
"Pizza, Fast Food",392,1
"Pizza, Fast Food",399,1
"Pizza, Fast Food",405,1
"Pizza, Fast Food",413,1
"Pizza, Fast Food",419,1
"Pizza, Fast Food",434,2
"Pizza, Fast Food",436,2
"Pizza, Fast Food",442,1
"Pizza, Fast Food",452,2
"Pizza, Fast Food",458,1
"Pizza, Fast Food",464,1
"Pizza, Fast Food",466,1
"Pizza, Fast Food",477,1
"Pizza, Fast Food",487,1
"Pizza, Fast Food",490,5
"Pizza, Fast Food",492,2
"Pizza, Fast Food",521,1
"Pizza, Fast Food",540,2
"Pizza, Fast Food",542,1
"Pizza, Fast Food",567,4
"Pizza, Fast Food",693,2
"Pizza, Fast Food",706,1
"Pizza, Fast Food",707,1
"Pizza, Fast Food",708,1
"Pizza, Fast Food",770,1
"Pizza, Fast Food",833,1
"Pizza, Fast Food",835,1
South Indian,0,592
South Indian,4,63
South Indian,5,64
South Indian,6,29
South Indian,7,43
South Indian,8,30
South Indian,9,51
South Indian,10,25
South Indian,11,40
South Indian,12,30
South Indian,13,39
South Indian,14,35
South Indian,15,17
South Indian,16,29
South Indian,17,23
South Indian,18,12
South Indian,19,10
South Indian,20,12
South Indian,21,21
South Indian,22,7
South Indian,23,4
South Indian,24,24
South Indian,25,14
South Indian,26,15
South Indian,27,25
South Indian,28,9
South Indian,29,12
South Indian,30,7
South Indian,31,8
South Indian,32,4
South Indian,33,6
South Indian,34,5
South Indian,35,9
South Indian,36,14
South Indian,37,10
South Indian,38,22
South Indian,40,13
South Indian,41,5
South Indian,42,5
South Indian,43,16
South Indian,44,9
South Indian,45,5
South Indian,46,9
South Indian,47,12
South Indian,49,1
South Indian,50,3
South Indian,51,6
South Indian,52,13
South Indian,53,3
South Indian,54,3
South Indian,55,7
South Indian,56,2
South Indian,57,5
South Indian,58,3
South Indian,59,4
South Indian,60,2
South Indian,62,3
South Indian,63,3
South Indian,64,5
South Indian,65,2
South Indian,66,8
South Indian,67,18
South Indian,69,5
South Indian,70,3
South Indian,73,2
South Indian,75,6
South Indian,76,7
South Indian,77,4
South Indian,78,1
South Indian,82,1
South Indian,83,5
South Indian,84,1
South Indian,85,1
South Indian,86,1
South Indian,87,2
South Indian,88,2
South Indian,90,4
South Indian,91,3
South Indian,92,1
